25.Q2.5							
							
PmEvent Name	Compound Type	Parameter Name	GPB Field Number	PmEventHeader/Payload	Parameter Type	Containing Oneof	Filters
DuF1GnbCuConfigurationUpdate	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1GnbCuConfigurationUpdateAcknowledge	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1GnbCuConfigurationUpdateAcknowledge	Asn1Message	msg_content	2	Payload	bytes		
DuF1GnbCuConfigurationUpdateAcknowledge	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1GnbCuConfigurationUpdateFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1GnbCuConfigurationUpdateFailure	Asn1Message	msg_content	2	Payload	bytes		
DuF1GnbCuConfigurationUpdateFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1GnbDuConfigurationUpdate	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1GnbDuConfigurationUpdate	Asn1Message	msg_content	2	Payload	bytes		
DuF1GnbDuConfigurationUpdate	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1GnbDuConfigurationUpdateAcknowledge	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1GnbDuConfigurationUpdateAcknowledge	Asn1Message	msg_content	2	Payload	bytes		
DuF1GnbDuConfigurationUpdateAcknowledge	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1GnbDuConfigurationUpdateFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1GnbDuConfigurationUpdateFailure	Asn1Message	msg_content	2	Payload	bytes		
DuF1GnbDuConfigurationUpdateFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1Paging	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1Paging	Asn1Message	msg_content	2	Payload	bytes		
DuF1Paging	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1PwsCancelRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1PwsCancelRequest	Asn1Message	msg_content	2	Payload	bytes		
DuF1PwsCancelRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1PwsCancelResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1PwsCancelResponse	Asn1Message	msg_content	2	Payload	bytes		
DuF1PwsCancelResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1PwsFailureIndication	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1PwsFailureIndication	Asn1Message	msg_content	2	Payload	bytes		
DuF1PwsFailureIndication	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1PwsRestartIndication	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1PwsRestartIndication	Asn1Message	msg_content	2	Payload	bytes		
DuF1PwsRestartIndication	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1Reset	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1Reset	Asn1Message	msg_content	2	Payload	bytes		
DuF1Reset	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1ResetAcknowledge	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1ResetAcknowledge	Asn1Message	msg_content	2	Payload	bytes		
DuF1ResetAcknowledge	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1ResourceStatusFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1ResourceStatusFailure	Asn1Message	msg_content	2	Payload	bytes		
DuF1ResourceStatusFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1ResourceStatusRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1ResourceStatusRequest	Asn1Message	msg_content	2	Payload	bytes		
DuF1ResourceStatusRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1ResourceStatusResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1ResourceStatusResponse	Asn1Message	msg_content	2	Payload	bytes		
DuF1ResourceStatusResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1ResourceStatusUpdate	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1ResourceStatusUpdate	Asn1Message	msg_content	2	Payload	bytes		
DuF1ResourceStatusUpdate	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1SetupFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1SetupFailure	Asn1Message	msg_content	2	Payload	bytes		
DuF1SetupFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1SetupRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1SetupRequest	Asn1Message	msg_content	2	Payload	bytes		
DuF1SetupRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1SetupResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1SetupResponse	Asn1Message	msg_content	2	Payload	bytes		
DuF1SetupResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1TraceStart	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1TraceStart	Asn1Message	msg_content	2	Payload	bytes		
DuF1TraceStart	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1TraceStart	GlobalGnbId	plmn_identity	1	Payload	bytes		
DuF1TraceStart	GlobalGnbId	gnb_id	2	Payload	int64		
DuF1UeContextModificationConfirm	GlobalGnbId	plmn_identity	1	Payload	bytes		
DuF1UeContextModificationConfirm	GlobalGnbId	gnb_id	2	Payload	int64		
DuF1UeContextModificationConfirm	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1UeContextModificationConfirm	Asn1Message	msg_content	2	Payload	bytes		
DuF1UeContextModificationConfirm	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1UeContextModificationFailure	GlobalGnbId	plmn_identity	1	Payload	bytes		
DuF1UeContextModificationFailure	GlobalGnbId	gnb_id	2	Payload	int64		
DuF1UeContextModificationFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1UeContextModificationFailure	Asn1Message	msg_content	2	Payload	bytes		
DuF1UeContextModificationFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1UeContextModificationRefuse	GlobalGnbId	plmn_identity	1	Payload	bytes		
DuF1UeContextModificationRefuse	GlobalGnbId	gnb_id	2	Payload	int64		
DuF1UeContextModificationRefuse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1UeContextModificationRefuse	Asn1Message	msg_content	2	Payload	bytes		
DuF1UeContextModificationRefuse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1UeContextModificationRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
DuF1UeContextModificationRequest	GlobalGnbId	gnb_id	2	Payload	int64		
DuF1UeContextModificationRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1UeContextModificationRequest	Asn1Message	msg_content	2	Payload	bytes		
DuF1UeContextModificationRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1UeContextModificationRequired	GlobalGnbId	plmn_identity	1	Payload	bytes		
DuF1UeContextModificationRequired	GlobalGnbId	gnb_id	2	Payload	int64		
DuF1UeContextModificationRequired	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1UeContextModificationRequired	Asn1Message	msg_content	2	Payload	bytes		
DuF1UeContextModificationRequired	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1UeContextModificationResponse	GlobalGnbId	plmn_identity	1	Payload	bytes		
DuF1UeContextModificationResponse	GlobalGnbId	gnb_id	2	Payload	int64		
DuF1UeContextModificationResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1UeContextModificationResponse	Asn1Message	msg_content	2	Payload	bytes		
DuF1UeContextModificationResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1UeContextReleaseCommand	GlobalGnbId	plmn_identity	1	Payload	bytes		
DuF1UeContextReleaseCommand	GlobalGnbId	gnb_id	2	Payload	int64		
DuF1UeContextReleaseCommand	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1UeContextReleaseCommand	Asn1Message	msg_content	2	Payload	bytes		
DuF1UeContextReleaseCommand	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1UeContextReleaseComplete	GlobalGnbId	plmn_identity	1	Payload	bytes		
DuF1UeContextReleaseComplete	GlobalGnbId	gnb_id	2	Payload	int64		
DuF1UeContextReleaseComplete	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1UeContextReleaseComplete	Asn1Message	msg_content	2	Payload	bytes		
DuF1UeContextReleaseComplete	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1UeContextReleaseRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
DuF1UeContextReleaseRequest	GlobalGnbId	gnb_id	2	Payload	int64		
DuF1UeContextReleaseRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1UeContextReleaseRequest	Asn1Message	msg_content	2	Payload	bytes		
DuF1UeContextReleaseRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1UeContextSetupFailure	GlobalGnbId	plmn_identity	1	Payload	bytes		
DuF1UeContextSetupFailure	GlobalGnbId	gnb_id	2	Payload	int64		
DuF1UeContextSetupFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1UeContextSetupFailure	Asn1Message	msg_content	2	Payload	bytes		
DuF1UeContextSetupFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1UeContextSetupRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
DuF1UeContextSetupRequest	GlobalGnbId	gnb_id	2	Payload	int64		
DuF1UeContextSetupRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1UeContextSetupRequest	Asn1Message	msg_content	2	Payload	bytes		
DuF1UeContextSetupRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1UeContextSetupResponse	GlobalGnbId	plmn_identity	1	Payload	bytes		
DuF1UeContextSetupResponse	GlobalGnbId	gnb_id	2	Payload	int64		
DuF1UeContextSetupResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1UeContextSetupResponse	Asn1Message	msg_content	2	Payload	bytes		
DuF1UeContextSetupResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1WriteReplaceWarningRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1WriteReplaceWarningRequest	Asn1Message	msg_content	2	Payload	bytes		
DuF1WriteReplaceWarningRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1WriteReplaceWarningResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1WriteReplaceWarningResponse	Asn1Message	msg_content	2	Payload	bytes		
DuF1WriteReplaceWarningResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuRrcReestablishmentRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
DuRrcReestablishmentRequest	GlobalGnbId	gnb_id	2	Payload	int64		
DuRrcReestablishmentRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuRrcReestablishmentRequest	Asn1Message	msg_content	2	Payload	bytes		
DuRrcReestablishmentRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuRrcReject	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuRrcReject	Asn1Message	msg_content	2	Payload	bytes		
DuRrcReject	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuRrcResumeRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuRrcResumeRequest	Asn1Message	msg_content	2	Payload	bytes		
DuRrcResumeRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuRrcSetupRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuRrcSetupRequest	Asn1Message	msg_content	2	Payload	bytes		
DuRrcSetupRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
